Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Quantity~Integer~Quantity~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~Integer~Supplier Stock 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|ReportField=Currency~USD|ReportField=ProductionQuantity~55|ReportField=ProjectFileName~pokey-switch-board.PrjPcb|ReportField=ProjectFullPath~C:\Users\matthewpang\Documents\GitHub\orthobox-hardware\pokey-switch-board\pokey-switch-board.PrjPcb|ReportField=Title~Bill of Materials For Project [pokey-switch-board.PrjPcb] (PCB Document : pokey-switch-board.PcbDoc)|ReportField=TotalQuantity~7|ReportField=ReportTime~6:21:48 AM|ReportField=ReportDate~7/25/2016|ReportField=ReportDateTime~7/25/2016 6:21:48 AM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~7/25/2016|ReportField=CurrentTime~6:17:08 AM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\matthewpang\Documents\GitHub\orthobox-hardware\pokey-switch-board\pokey-switch-board.SchDoc|ReportField=DocumentName~pokey-switch-board.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~7/13/2016|ReportField=Organization~|ReportField=ProjectName~pokey-switch-board.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~Orthoboxes - Triangulation Tactile Switch Board|ReportField=DataSourceFileName~pokey-switch-board.PrjPcb|ReportField=DataSourceFullPath~C:\Users\matthewpang\Documents\GitHub\orthobox-hardware\pokey-switch-board\pokey-switch-board.PrjPcb|ReportField=PCBDataSourceFileName~pokey-switch-board.PcbDoc|ReportField=PCBDataSourceFullPath~C:\Users\matthewpang\Documents\GitHub\orthobox-hardware\pokey-switch-board\pokey-switch-board.PcbDoc
1|5034800600|CONN FFC FPC 6POS 0.50MM R/A|J1|MOLEX 503480-0600|5034800600|Molex, LLC|5034800600|1|Digi-Key|USD|55|WM1387CT-ND|15887|35.409|0.6438
2|10k|RES SMD 10K OHM 1% 1/8W 0805|R1, R3|RESC2012X07N_SAMSUNG|RC2012F103CS|Samsung Electro-Mechanics America, Inc.|RC2012F103CS|2|Digi-Key|USD|110|1276-5332-1-ND|4529|1.001|0.0091
3|100R|RES SMD 100 OHM 1% 1/8W 0805|R2, R4|RESC2012X07N_SAMSUNG|RC2012F101CS|Samsung Electro-Mechanics America, Inc.|RC2012F101CS|2|Digi-Key|USD|110|1276-5224-1-ND|58447|1.001|0.0091
4|TL1240GQ1JCLR|SWITCH TACTILE SPST-NO 0.05A 12V|SW1, SW2|TL1240|TL1240GQ1JCLR|E-Switch|TL1240GQ1JCLR|2|Digi-Key|USD|110|EG4614-ND|1908|145.882|1.3262
